company_file;inn_file;industry_file;inn_smi_publications;inn_company_main_cards;open_orgs_checker;ОГРН;ИНН;КПП;ОКПО;Полное наименование;Прежние наименования;Другие наименования;На английском;Адрес;Телефон;Web;ОКОПФ;Отрасль;Руководитель;E-mail;Соцсети;Управляющая компания;Бенефициар
«ПРОТЕК», группа компаний;7715354473;оптовая торговля;7715354473;7715354473;1.0;1027715014140;7715354473;772401001;59149045;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОТЕК""";ПРОТЕК, ПАО ;"АО ""ПРОТЕК""";PROTEK;115201, г. Москва, шоссе Каширское, д. 22 к. 4На карте ;+7 (495) 7373551 ;www.protek-group.ru   · 1 домен;Непубличные акционерные общества;Консультирование по вопросам коммерческой деятельности и управления;Музяев Вадим Геннадиевич · президент;info@protek-group.ru  ;;;
«ДИКСИ Юг»;5036045205;розничная торговля;5036045205;5036045205;1.0;1035007202460;5036045205;503601001;56811319;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДИКСИ ЮГ""";;"АО ""ДИКСИ ЮГ""";DIXY Ug Joint Stock Company;142119, Московская обл., г. Подольск, ул. Юбилейная, д. 32АНа карте ;+7 (495) 2233338 ;www.dixygroup.ru   · 13 доменов;Непубличные акционерные общества;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах;;a.bochkova@dixy.ru  ;;ДИКСИ ГРУПП, АО;
«Славнефть», группа;7707017509;нефтяная и нефтегазовая промышленность;7707017509;7707017509;1.0;1027739026270;7707017509;771001001;00064537;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕФТЕГАЗОВАЯ КОМПАНИЯ ""СЛАВНЕФТЬ""";НГК СЛАВНЕФТЬ, ОАО ;"ПАО ""НГК ""СЛАВНЕФТЬ""";SLAVNEFT;125047, г. Москва, пер. 4-Й Лесной, д. 4 этаж 11 · White Stone, Бизнес-центрНа карте ;+7 (495) 7878206 ;www.slavneft.ru   · 3 домена;Публичные акционерные общества;Деятельность по управлению холдинг-компаниями;Сахно Наталья Владимировна · генеральный директор;slavneft@slavneft.ru  ;;;
«Вымпел-Коммуникации»;7713076301;телекоммуникации и связь;7713076301;7713076301;1.0;1027700166636;7713076301;771301001;17337364;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫМПЕЛ-КОММУНИКАЦИИ""";ВЫМПЕЛ-КОММУНИКАЦИИ, ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ;"ПАО ""ВЫМПЕЛКОМ""";"PUBLIC JOINT STOCK COMPANY ""VIMPEL-COMMUNICATIONS""";127083, г. Москва, ул. 8 Марта, д. 10 стр. 14На карте ;+7 (3422) 103103 ;www.beeline.ru   · 530 доменов;Публичные акционерные общества;Деятельность по предоставлению услуг подвижной связи для целей передачи голоса;Панков Александр Александрович, Торбахов Александр Юрьевич;88005551010@mail.ru  ;vk.com/beeline  ;;
«Тойота Мотор»;7710390358;оптовая торговля;7710390358;7710390358;1.0;1027739386400;7710390358;502901001;11560713;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОЙОТА МОТОР""";;"ООО ""ТОЙОТА МОТОР""";"OOO ""TOYOTA MOTOR""";141031, Московская обл, г.о. Мытищи, п Вешки, тер. ТПЗ Алтуфьево, км МКАД 84, влд. 5, стр. 1На карте ;+7 (495) 2583469 ;toyota.ru   · 13 доменов;Общества с ограниченной ответственностью;Торговля автотранспортными средствами;Ито Ёсиаки · президент;lubov.korotkova@toyota.ru  ;vk.com/toyotarussia?_ga=2.237676032.1049114427.1513844516-1371791517.1513844516  ;;
«Дж.Т.И. Россия»;7703386329;табачная промышленность;7703386329;7703386329;1.0;1157746591815;7703386329;770301001;39472590;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖ.Т.И. РОССИЯ""";ДЖ. Т.И. ПО МАРКЕТИНГУ И ПРОДАЖАМ, АО;"ООО ""ДЖ.Т.И. РОССИЯ""";JTI Russia, LLC;123112, г. Москва, проезд 1-Й Красногвардейский, д. 15 офис ЭТАЖИ 28-32 · Многофункциональный комплекс Меркурий Тауэр. Москва-СитиНа карте ;+7 (495) 7851300 ;www.gti.com   · 38 доменов;Общества с ограниченной ответственностью;Торговля оптовая табачными изделиями;Никольский Евгений · генеральный директор;natalia.shatrova@jti.com  ;;;
«МегаФон»;7812014560;телекоммуникации и связь;7812014560;7812014560;1.0;1027809169585;7812014560;770701001;31090505;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕГАФОН""";МЕГАФОН, ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ;"ПАО ""МЕГАФОН""";MegaFon, Public Joint Stock Company;127006, г. Москва, пер. Оружейный, д. 41 · Многофункциональный комплекс «Оружейный»На карте ;+7 (3412) 772913 ;moscow.megafon.ru/   · 108 доменов;Публичные акционерные общества;Деятельность в области связи на базе проводных технологий;Помбухчан Хачатур Эдуардович · генеральный директор;1@megafon.ru  ;vk.com/megafon  ;;
«Фольксваген Груп Рус»;5042059767;машиностроение;5042059767;5042059767;1.0;1025005336564;5042059767;402901001;51303663;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГР""";ФОЛЬКСВАГЕН ГРУП РУС, ООО ;"ООО ""АГР""";AGR LLC;248926, Калужская обл., г. Калуга, ул. Автомобильная, д. 1На карте ;+7 (495) 2583901 ;273 домена;Общества с ограниченной ответственностью;Производство автотранспортных средств;Калицев Алексей Владимирович · генеральный директор;reception@volkswagen.ru  ;vk.com/volkswagencvrussia  ;;Павлович Андрей Николаевич
«Рольф»;5047254063;розничная торговля;5047254063;5047254063;1.0;1215000076279;5047254063;504701001;51861011;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОЛЬФ""";РОЛЬФ, ООО ;"АО ""РОЛЬФ""";JSC «ROLF»;141410, Московская обл, г.о. Химки, г Химки, ш Ленинградское, влд. 21На карте ;+7 (495) 7858392 ;www.rolf.ru   · 177 доменов;Непубличные акционерные общества;Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах;Антонов Роман Петрович · генеральный директор;0@0.ru  ;;;
«Эппл Рус»;7707767220;оптовая торговля;7707767220;7707767220;1.0;5117746070019;7707767220;770401001;38250001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭППЛ РУС""";;"ООО ""ЭППЛ РУС""";LLC APPLE RUS;125009, г. Москва, пер. Романов, д. 4 стр. 2 этаж 6 пом. II ком. 54На карте ;+7 (495) 9336565 ·  Открытые данные ;www.apple.com   · 1 домен;Общества с ограниченной ответственностью;Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением;Котилевский Александр Вячеславович · генеральный директор;;;;
«Мечел»;7703370008;черная металлургия;7703370008;7703370008;1.0;1037703012896;7703370008;771401001;14582388;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЧЕЛ""";СТАЛЬНАЯ ГРУППА МЕЧЕЛ, ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО;"ПАО ""МЕЧЕЛ""";MECHEL OAO;125167, г. Москва, ул. Красноармейская, д. 1 · Бизнес-центр «Петровский дом»На карте ;+7 (495) 2218800 ;www.mechel.com  ;Публичные акционерные общества;Вложения в ценные бумаги;Коржов Олег Викторович · генеральный директор;mechel@mechel.com  ;twitter.com/paomechel  ;;
«ФосАгро»;7736216869;химическая и нефтехимическая промышленность;7736216869;7736216869;1.0;1027700190572;7736216869;773601001;57951659;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФОСАГРО""";ФОСАГРО, ОАО ;"ПАО ""ФОСАГРО""";PhosAgro, PJSC;119333, г. Москва, проспект Ленинский, д. 55/1 стр. 1На карте ;+7 (495) 2325893 ;www.phosagro.ru   · 8 доменов;Публичные акционерные общества;Деятельность холдинговых компаний;Рыбников Михаил Константинович · генеральный директор;ir@phosagro.ru  ;twitter.com/phosagro  ;;
Мосэнергосбыт;7736520080;энергосбытовая деятельность;7736520080;7736520080;1.0;1057746557329;7736520080;773601001;76469930;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ""";МОСЭНЕРГОСБЫТ, ПАО ;"АО ""МОСЭНЕРГОСБЫТ""";"AO ""MOSENERGOSBYT""";117312, г. Москва, ул. Вавилова, д. 9На карте ;+7 (485) 2211867 ;www.mosenergosbyt.ru   · 15 доменов;Непубличные акционерные общества;Торговля электроэнергией;Ковалев Андрей Викторович · генеральный директор;00@jj.ru  ;vk.com/mosenergosbyt  ;;
